      En-low      En-high        flux      flux-unc         gxs       gxs-unc   greac-rate     cum-rate 
  5.75440E-03  6.02560E-03  1.41044E-03  0.00000E+00  2.74168E+00  0.00000E+00  3.86697E-03  3.24180E+00
  6.02560E-03  6.30957E-03  1.41044E-03  0.00000E+00  2.70038E+00  0.00000E+00  3.80872E-03  3.24561E+00
  6.30957E-03  6.60693E-03  1.41044E-03  0.00000E+00  2.66041E+00  0.00000E+00  3.75234E-03  3.24936E+00
  6.60693E-03  6.91831E-03  1.41044E-03  0.00000E+00  2.62168E+00  0.00000E+00  3.69771E-03  3.25306E+00
  6.91831E-03  7.24436E-03  1.41044E-03  0.00000E+00  2.58418E+00  0.00000E+00  3.64482E-03  3.25670E+00
  7.24436E-03  7.58578E-03  1.41044E-03  0.00000E+00  2.54792E+00  0.00000E+00  3.59368E-03  3.26030E+00
  7.58578E-03  7.94328E-03  1.41044E-03  0.00000E+00  2.51289E+00  0.00000E+00  3.54427E-03  3.26384E+00
  7.94328E-03  8.31764E-03  1.41044E-03  0.00000E+00  2.47902E+00  0.00000E+00  3.49650E-03  3.26734E+00
  8.31764E-03  8.70964E-03  1.41044E-03  0.00000E+00  2.44628E+00  0.00000E+00  3.45032E-03  3.27079E+00
  8.70964E-03  9.12011E-03  1.41044E-03  0.00000E+00  2.41466E+00  0.00000E+00  3.40573E-03  3.27419E+00
  9.12011E-03  9.54993E-03  1.41044E-03  0.00000E+00  2.38413E+00  0.00000E+00  3.36267E-03  3.27755E+00
  9.54993E-03  1.00000E-02  1.41044E-03  0.00000E+00  2.35468E+00  0.00000E+00  3.32113E-03  3.28088E+00
  1.00000E-02  1.04713E-02  1.41044E-03  0.00000E+00  2.32628E+00  0.00000E+00  3.28107E-03  3.28416E+00
  1.04713E-02  1.09648E-02  1.41044E-03  0.00000E+00  2.29887E+00  0.00000E+00  3.24241E-03  3.28740E+00
  1.09648E-02  1.14815E-02  1.41044E-03  0.00000E+00  2.27244E+00  0.00000E+00  3.20514E-03  3.29060E+00
  1.14815E-02  1.20226E-02  1.41044E-03  0.00000E+00  2.24699E+00  0.00000E+00  3.16924E-03  3.29377E+00
  1.20226E-02  1.25892E-02  1.41044E-03  0.00000E+00  2.22249E+00  0.00000E+00  3.13468E-03  3.29691E+00
  1.25892E-02  1.31826E-02  1.41044E-03  0.00000E+00  2.19889E+00  0.00000E+00  3.10139E-03  3.30001E+00
  1.31826E-02  1.38038E-02  1.41044E-03  0.00000E+00  2.17617E+00  0.00000E+00  3.06935E-03  3.30308E+00
  1.38038E-02  1.44544E-02  1.41044E-03  0.00000E+00  2.15436E+00  0.00000E+00  3.03858E-03  3.30612E+00
  1.44544E-02  1.51356E-02  1.41044E-03  0.00000E+00  2.13335E+00  0.00000E+00  3.00896E-03  3.30913E+00
  1.51356E-02  1.58489E-02  1.41044E-03  0.00000E+00  2.11316E+00  0.00000E+00  2.98048E-03  3.31211E+00
  1.58489E-02  1.65959E-02  1.41044E-03  0.00000E+00  2.09377E+00  0.00000E+00  2.95313E-03  3.31506E+00
  1.65959E-02  1.73780E-02  1.41044E-03  0.00000E+00  2.07516E+00  0.00000E+00  2.92689E-03  3.31799E+00
  1.73780E-02  1.81970E-02  1.41044E-03  0.00000E+00  2.05729E+00  0.00000E+00  2.90167E-03  3.32089E+00
  1.81970E-02  1.90546E-02  1.41044E-03  0.00000E+00  2.04013E+00  0.00000E+00  2.87747E-03  3.32377E+00
  1.90546E-02  1.99526E-02  1.41044E-03  0.00000E+00  2.02368E+00  0.00000E+00  2.85427E-03  3.32662E+00
  1.99526E-02  2.08930E-02  1.41044E-03  0.00000E+00  2.00790E+00  0.00000E+00  2.83202E-03  3.32945E+00
  2.08930E-02  2.18776E-02  1.41044E-03  0.00000E+00  1.99279E+00  0.00000E+00  2.81071E-03  3.33226E+00
  2.18776E-02  2.29087E-02  1.41044E-03  0.00000E+00  1.97829E+00  0.00000E+00  2.79025E-03  3.33505E+00
  2.29087E-02  2.39883E-02  1.41044E-03  0.00000E+00  1.96440E+00  0.00000E+00  2.77067E-03  3.33782E+00
  2.39883E-02  2.51189E-02  1.41044E-03  0.00000E+00  1.95106E+00  0.00000E+00  2.75185E-03  3.34058E+00
  2.51189E-02  2.63027E-02  1.41044E-03  0.00000E+00  1.93838E+00  0.00000E+00  2.73396E-03  3.34331E+00
  2.63027E-02  2.75423E-02  1.41044E-03  0.00000E+00  1.92620E+00  0.00000E+00  2.71678E-03  3.34603E+00
  2.75423E-02  2.88403E-02  1.41044E-03  0.00000E+00  1.91454E+00  0.00000E+00  2.70034E-03  3.34873E+00
  2.88403E-02  3.01995E-02  1.41044E-03  0.00000E+00  1.90339E+00  0.00000E+00  2.68461E-03  3.35141E+00
  3.01995E-02  3.16228E-02  1.41044E-03  0.00000E+00  1.89274E+00  0.00000E+00  2.66959E-03  3.35408E+00
  3.16228E-02  3.31131E-02  1.41044E-03  0.00000E+00  1.88257E+00  0.00000E+00  2.65524E-03  3.35674E+00
  3.31131E-02  3.46737E-02  1.41044E-03  0.00000E+00  1.87278E+00  0.00000E+00  2.64144E-03  3.35938E+00
  3.46737E-02  3.63078E-02  1.41044E-03  0.00000E+00  1.86345E+00  0.00000E+00  2.62828E-03  3.36201E+00
  3.63078E-02  3.80189E-02  1.41044E-03  0.00000E+00  1.85456E+00  0.00000E+00  2.61574E-03  3.36462E+00
  3.80189E-02  3.98107E-02  1.41044E-03  0.00000E+00  1.84608E+00  0.00000E+00  2.60378E-03  3.36723E+00
  3.98107E-02  4.16869E-02  1.41044E-03  0.00000E+00  1.83791E+00  0.00000E+00  2.59226E-03  3.36982E+00
  4.16869E-02  4.36516E-02  1.41044E-03  0.00000E+00  1.83013E+00  0.00000E+00  2.58128E-03  3.37240E+00
  4.36516E-02  4.57088E-02  1.41044E-03  0.00000E+00  1.82275E+00  0.00000E+00  2.57088E-03  3.37497E+00
  4.57088E-02  4.78630E-02  1.41044E-03  0.00000E+00  1.81563E+00  0.00000E+00  2.56083E-03  3.37753E+00
  4.78630E-02  5.01187E-02  1.41044E-03  0.00000E+00  1.80883E+00  0.00000E+00  2.55125E-03  3.38008E+00
  5.01187E-02  5.24807E-02  1.41044E-03  0.00000E+00  1.80242E+00  0.00000E+00  2.54220E-03  3.38262E+00
  5.24807E-02  5.49541E-02  1.41044E-03  0.00000E+00  1.79619E+00  0.00000E+00  2.53342E-03  3.38516E+00
