      En-low      En-high        flux      flux-unc         gxs       gxs-unc   greac-rate     cum-rate 
  1.81970E-03  1.90546E-03  1.41044E-03  0.00000E+00  8.21507E+05  5.04377E+01  1.15868E+03  6.36912E+05
  1.90546E-03  1.99526E-03  1.41044E-03  0.00000E+00  8.02802E+05  5.04377E+01  1.13230E+03  6.38045E+05
  1.99526E-03  2.08930E-03  1.41044E-03  0.00000E+00  7.84529E+05  5.04377E+01  1.10653E+03  6.39151E+05
  2.08930E-03  2.18776E-03  1.41044E-03  0.00000E+00  7.66677E+05  5.04377E+01  1.08135E+03  6.40233E+05
  2.18776E-03  2.29087E-03  1.41044E-03  0.00000E+00  7.49214E+05  5.04377E+01  1.05672E+03  6.41289E+05
  2.29087E-03  2.39883E-03  1.41044E-03  0.00000E+00  7.32176E+05  4.59259E+01  1.03269E+03  6.42322E+05
  2.39883E-03  2.51189E-03  1.41044E-03  0.00000E+00  7.15500E+05  4.59259E+01  1.00917E+03  6.43331E+05
  2.51189E-03  2.63027E-03  1.41044E-03  0.00000E+00  6.99220E+05  4.59259E+01  9.86206E+02  6.44317E+05
  2.63027E-03  2.75423E-03  1.41044E-03  0.00000E+00  6.83297E+05  4.59259E+01  9.63747E+02  6.45281E+05
  2.75423E-03  2.88403E-03  1.41044E-03  0.00000E+00  6.67755E+05  4.59259E+01  9.41827E+02  6.46223E+05
  2.88403E-03  3.01995E-03  1.41044E-03  0.00000E+00  6.52545E+05  4.59259E+01  9.20374E+02  6.47143E+05
  3.01995E-03  3.16228E-03  1.41044E-03  0.00000E+00  6.37692E+05  4.59259E+01  8.99424E+02  6.48043E+05
  3.16228E-03  3.31131E-03  1.41044E-03  0.00000E+00  6.23180E+05  4.59259E+01  8.78956E+02  6.48922E+05
  3.31131E-03  3.46737E-03  1.41044E-03  0.00000E+00  6.08990E+05  4.59259E+01  8.58942E+02  6.49781E+05
  3.46737E-03  3.63078E-03  1.41044E-03  0.00000E+00  5.95133E+05  4.59259E+01  8.39397E+02  6.50620E+05
  3.63078E-03  3.80189E-03  1.41044E-03  0.00000E+00  5.81579E+05  4.59259E+01  8.20281E+02  6.51440E+05
